Date,date,ticker,close,srs,daily_returns,daily_vol,target_returns,norm_daily_return,norm_monthly_return,norm_quarterly_return,norm_biannual_return,norm_annual_return,macd_8_24,macd_16_48,macd_32_96,day_of_week,day_of_month,week_of_year,month_of_year,year,cp_rl_126,cp_score_126,cp_rl_21,cp_score_21
1992-09-02,1992-09-02,AAPL,0.433035281,0.433035281,0.04301075271407084,0.022053691472741516,-0.006625661239059239,1.950274527383879,0.652407444040198,-0.6289312569062009,-0.9542253899699881,-0.14001942237680026,-0.668797975876141,-2.0698266361255913,-2.192944294812393,2,2,36,9,1992,0.3804663194915332,0.7989056413523599,0.0,0.8833702867633009
1992-09-03,1992-09-03,AAPL,0.426338859,0.426338859,-0.015463917823360873,0.021894322711574314,-0.004519142938167448,-0.7062980676349471,0.668170110644062,-0.747151283881399,-1.0331338824477305,-0.20950397194430784,-0.5582198412065634,-2.0931994090004578,-2.2785341633155003,3,3,36,9,1992,0.5949827859948201,0.8891975781636778,0.4279845232762119,0.8952580939775404
1992-09-04,1992-09-04,AAPL,0.421874578,0.421874578,-0.010471203611303936,0.021624699457892665,0.004623906840880771,-0.48422423773765405,0.745368362431289,-0.7517578046638917,-1.0662729744079082,-0.3282322786241372,-0.4829328870737158,-2.1319641061137005,-2.3734847384500504,4,4,36,9,1992,0.6049061921821017,0.8906075727947823,0.4754126843624168,0.9059984018161809
1992-09-08,1992-09-08,AAPL,0.426338859,0.426338859,0.010582009992552877,0.0213475926837164,0.011587206650409876,0.4957003887667701,1.0310506861354005,-0.6830729350748292,-1.0473832239777259,-0.1398170232882088,-0.3820767181986575,-2.1704908011537913,-2.4771207127073733,1,8,37,9,1992,0.49825493928341846,0.7583558932856855,0.5196098228396273,0.9145495305360768
1992-09-09,1992-09-09,AAPL,0.437499563,0.437499563,0.026178012546587803,0.021490718205661886,0.0022432819692279017,1.2181078499131321,1.1218358983198569,-0.5180765417824366,-0.9339381806988557,-0.08706601291170847,-0.20007196992141407,-2.174565355265017,-2.56559058301936,2,9,37,9,1992,0.5064440137689254,0.7548212938447537,0.2380494611647214,0.7667902168653126
1992-09-10,1992-09-10,AAPL,0.439731703,0.439731703,0.005102039381922774,0.02114562732195125,-0.014744075415531365,0.2412810603460486,1.3641067663070683,-0.5114858335652785,-0.9063880953733054,-0.08091272677934361,-0.005886052426820227,-2.2022056685230558,-2.688287535130544,3,10,37,9,1992,0.6347066114632262,0.902500046894528,0.2720378142226125,0.6797294667675325
1992-09-11,1992-09-11,AAPL,0.425222789,0.425222789,-0.032994923725115144,0.02170286279776997,0.017141161838843972,-1.520302829749514,0.797547682729645,-0.7439081102683911,-1.0079245194026434,-0.059692959925731696,0.060985008259171254,-2.4387100229049983,-3.027570201198272,4,11,37,9,1992,0.643220960742511,0.9086171429283462,0.3330904700260957,0.8596981123081976
1992-09-14,1992-09-14,AAPL,0.441963844,0.441963844,0.03937007948085314,0.022459893748196708,-0.010624000934656179,1.7529058651051783,1.0312957460552616,-0.33310407315737994,-0.8684044643191781,0.13355887299690417,0.3046662438559977,-2.459500656923804,-3.157005271859078,0,14,38,9,1992,0.651142512481075,0.914762112243322,0.3807369562353123,0.8924140440332935
1992-09-15,1992-09-15,AAPL,0.430803141,0.430803141,-0.025252524955412414,0.022613342645388976,-0.010825274441936898,-1.1167090753193707,0.7547456129279249,-0.1131250288247236,-0.9163636196633641,-0.04263832712499083,0.39181271672948537,-2.3601617812567315,-3.0915624408106175,1,15,38,9,1992,0.5392165722456521,0.7508626869862791,0.7608672300958362,0.9976182263319964
1992-09-16,1992-09-16,AAPL,0.419642438,0.419642438,-0.02590673543858868,0.022752022730620568,-0.008836354721117892,-1.1386563623515713,0.48223621965495805,-0.058288929912694666,-1.028796159872416,-0.17261373122454737,0.3402599724674311,-2.284615143592959,-3.0121061080571514,2,16,38,9,1992,0.38100276428158736,0.8156906669417723,0.8436191920622031,0.9894800133294032
1992-09-17,1992-09-17,AAPL,0.410713875,0.410713875,-0.02127659691082051,0.022698464653201585,0.004524875715091304,-0.9373584176681077,0.26854114660417744,0.09199748000002236,-1.059074760816359,-0.2091902436128559,0.198212551773285,-2.243670439033047,-2.945298719812385,3,17,38,9,1992,0.38890171494584425,0.8146116156099723,0.8924156457035982,0.9710773364037554
1992-09-18,1992-09-18,AAPL,0.415178156,0.415178156,0.010869564608695148,0.02242041409864659,0.0,0.4848065946003776,0.43743820214930834,0.21975111843714193,-1.0522656165890905,-0.22893649226494897,0.12619817606322195,-2.1896978306470496,-2.881016688157139,4,18,38,9,1992,0.3968504655045106,0.8386398767283587,0.2856632384157798,0.7475430673488597
1992-09-21,1992-09-21,AAPL,0.415178156,0.415178156,0.0,0.022049897993574707,-0.006911824826594793,0.0,0.3870158631586846,0.29053092695094396,-1.058160484370049,-0.17314470252461883,0.06512693584919857,-2.148699311094315,-2.8346421347783712,0,21,39,9,1992,0.4775490130616762,0.860593424733737,0.3167236923776283,0.6406965079526288
1992-09-22,1992-09-22,AAPL,0.408481734,0.408481734,-0.01612903256885223,0.02186980333475296,0.01652696392348953,-0.7375024055759037,0.2229730686736085,0.06365554550511558,-1.2063886117835387,-0.2579474906757212,-0.060444312791351186,-2.121255456600602,-2.7824790007832894,1,22,39,9,1992,0.5816087678548898,0.743358059989974,0.3806706522598937,0.631745696990635
1992-09-23,1992-09-23,AAPL,0.424106719,0.424106719,0.038251367685390836,0.022626372475271304,-0.010989867458703428,1.6905656320824878,0.9477160662614695,0.18157172876073238,-1.0377410601473716,-0.1653920636793101,0.0050541388271928295,-2.0135087161151812,-2.685430977062965,2,23,39,9,1992,0.49326383679533503,0.8751612539736437,0.4285370579989051,0.6730181215498743
1992-09-24,1992-09-24,AAPL,0.412946016,0.412946016,-0.026315789163434578,0.022764314717274112,-0.006731098433373862,-1.1560106021318322,0.4050407192353615,0.07581450751167383,-1.085371787771734,-0.20754219568556354,-0.06143461553973383,-1.9716415978174413,-2.6311659722396152,3,24,39,9,1992,0.25309047232028586,0.9758167127048286,0.8348323977336458,0.7889353980577083
1992-09-25,1992-09-25,AAPL,0.406249594,0.406249594,-0.016216216504193248,0.02256612558614911,-0.006902141563590042,-0.7186088033714844,0.2731681645297432,0.030845671045457265,-1.0031354775227004,-0.19939519849387574,-0.18970335599066057,-1.958035295941024,-2.5913908412838706,4,25,39,9,1992,0.6056690081999403,0.7540983425851541,0.5234023807965427,0.7179591816771287
1992-09-28,1992-09-28,AAPL,0.399553172,0.399553172,-0.0164835167810653,0.022367145862907348,0.0011800414712152207,-0.7369521745016565,0.05481000650762903,-0.24097252904854005,-0.9165053004746462,-0.2702573857339092,-0.36758946292892863,-1.9594788861058061,-2.5515928097622025,0,28,40,9,1992,0.804214089216575,0.8827775952644332,0.570836640174483,0.652551302681816
1992-09-29,1992-09-29,AAPL,0.400669242,0.400669242,0.002793295306387833,0.02201082618867923,0.0023916094708393383,0.1269055183319062,-0.027539228816587824,-0.37265089459912043,-0.9293434573592506,-0.3313105092975839,-0.5078263458031499,-1.976746435211947,-2.5421919848853314,1,29,40,9,1992,0.524951233100112,0.8274276140817935,0.3339366363523995,0.5909505090821683
1992-09-30,1992-09-30,AAPL,0.402901383,0.402901383,0.005571031579209684,0.021682579280733277,-0.008450275594501799,0.25693583346700805,-0.19143864889404438,-0.45950941320586774,-0.9662394504227019,-0.2700893334170543,-0.6131928291131195,-2.0216848264482477,-2.579582630886447,2,30,40,9,1992,0.5332279495779495,0.8331417347000685,0.3728239889367647,0.6651402302753116
1992-10-01,1992-10-01,AAPL,0.395088891,0.395088891,-0.019390581243053262,0.02157517355990091,-0.004948726956165175,-0.8987450872280408,-0.48940184982759866,-0.25251878172878467,-1.0191088187775375,-0.2140129679810732,-0.7662683208566717,-2.0183844685794,-2.5321098714303796,3,1,40,10,1992,0.5411341281238142,0.8363210298141684,0.1915953956242035,0.7783388177877335
1992-10-02,1992-10-02,AAPL,0.390624609,0.390624609,-0.011299436915830685,0.021288203588828665,-0.002536376985664474,-0.5307839559445143,-1.0039294868376143,-0.319903503321543,-1.0816669170343405,-0.275978924920378,-0.9306601281053145,-2.0159678753194665,-2.478818564548361,4,2,40,10,1992,0.4761985627116867,0.8815184315790002,0.4879792420975513,0.7414480865821442
1992-10-05,1992-10-05,AAPL,0.388392469,0.388392469,-0.005714284119769819,0.020946754747752754,0.012962685720455223,-0.2728004499304537,-0.9272335817228667,-0.10194383647614712,-1.2076491951761614,-0.28901738729214976,-1.0855163168727595,-2.024462238463813,-2.440679809585889,0,5,41,10,1992,0.48608415788449505,0.8731706123649993,0.603096753767832,0.6575838374621537
1992-10-06,1992-10-06,AAPL,0.399553172,0.399553172,0.028735631843572085,0.021334186755405455,-0.009897417279414367,1.3469288599103184,-0.5411933496592105,-0.12908105623112825,-0.9117445082063376,-0.21418762087944876,-1.0916960017638186,-1.996936191951418,-2.4014849620491034,1,6,41,10,1992,0.33059322675467046,0.9852400688154084,0.5610964158199208,0.6557893268316646
1992-10-07,1992-10-07,AAPL,0.390624609,0.390624609,-0.022346369959490686,0.021324373795480543,-0.0025320748063555557,-1.0479261981529673,-0.8572365538761609,-0.2736757463436147,-0.9065727366421057,-0.26155988629653765,-1.1743599381981107,-1.9821339743256086,-2.3534652270380088,2,7,41,10,1992,0.5013386106181787,0.8394289565672747,0.6267582274451743,0.6891640777767418
1992-10-08,1992-10-08,AAPL,0.388392469,0.388392469,-0.005714284119769819,0.020983452077044364,-0.0012940023784600136,-0.2723233574146351,-1.1672933904858454,-0.2952869095113481,-1.0196825706480057,-0.26720116023962465,-1.2523439880348946,-1.965985958234906,-2.303696801263745,3,8,41,10,1992,0.5079468675077421,0.8885420889590658,0.469029566854531,0.81720937610409
1992-10-09,1992-10-09,AAPL,0.387276398,0.387276398,-0.002873564986657806,0.02063724421044409,0.006597506842805143,-0.13924170094394453,-1.2613635823480158,-0.4708560845606464,-0.9430870702749043,-0.3225523121185823,-1.321946782751714,-1.9575694588389119,-2.2661132431561852,4,9,41,10,1992,0.3547454957773896,0.9854619542691152,0.5195575337066559,0.8525261851095418
1992-10-12,1992-10-12,AAPL,0.39285675,0.39285675,0.014409223047979092,0.020508694159989575,0.014398027086075797,0.7025909565753852,-0.8098887483973474,-0.45265378331426587,-0.9610329612577228,-0.3618150981280089,-1.3297490493276947,-1.9509815112040694,-2.2511455551641215,0,12,42,10,1992,0.5254106472258102,0.9092119315827212,0.5679902006931159,0.8595797580997505
1992-10-13,1992-10-13,AAPL,0.405133523,0.405133523,0.031249998886362595,0.02100733012424998,0.0061956024406103075,1.4875759414228897,-0.8656418691923592,-0.3279796842542866,-0.9654500043210198,-0.4069625408129493,-1.2220745715358392,-1.9283801665534153,-2.253810644222738,1,13,42,10,1992,0.6046297271020992,0.9218519833524572,0.5739344400926116,0.7228957514645475
1992-10-14,1992-10-14,AAPL,0.410713875,0.410713875,0.01377410577796101,0.020815881727660943,-0.004934104297040042,0.6617113777917679,-0.4888557740487016,-0.3414231693823546,-1.0257287837431197,-0.4242407684162087,-1.0826052664847017,-1.9142038693614087,-2.281510958965456,2,14,42,10,1992,0.5517843345481807,0.8659442725054258,0.5185898059361632,0.7044211950423462
1992-10-15,1992-10-15,AAPL,0.406249594,0.406249594,-0.010869564608695037,0.020566057081252146,0.035342445967298096,-0.5285196168498261,-0.33863568725895804,0.06806692857495007,-0.9911638362504908,-0.4020660079466117,-0.9762616971081558,-1.8596545125526824,-2.2455987476996366,3,15,42,10,1992,0.4365034413629632,0.95516526197851,0.6693100095791242,0.630365245442245
1992-10-16,1992-10-16,AAPL,0.437499563,0.437499563,0.0769230774911247,0.02452129317295548,0.0,3.136991061138779,0.5803772950475051,0.4879577837290998,-0.4961433696305056,-0.2802495476879122,-0.5277329438444773,-1.6369200244558078,-2.0955141792387515,4,16,42,10,1992,0.5001604579465384,0.8369776124100288,0.0067456057768086,0.9881320149510238
1992-10-19,1992-10-19,AAPL,0.437499563,0.437499563,0.0,0.024119353517388347,0.000999399520011293,0.0,0.4864203772771351,0.3710704221544817,-0.47606312493801817,-0.27429493265040955,-0.1713280788564243,-1.4426618547703476,-1.961268165105005,0,19,43,10,1992,0.5086694250943059,0.8387972306950926,0.0780361175380362,0.9669708322746796
1992-10-20,1992-10-20,AAPL,0.438615633,0.438615633,0.002551019690961498,0.02372075223634331,-0.005068039827574826,0.10754379395494046,0.5193238385861532,0.5851438039333766,-0.5539802169874456,-0.2619106961207286,0.12241912520107377,-1.27527091693229,-1.8485746425098564,1,20,43,10,1992,0.4959238455427132,0.8357978993566798,0.1413336011875983,0.9298132709679884
1992-10-21,1992-10-21,AAPL,0.433035281,0.433035281,-0.012722647302450318,0.023481916778298847,0.002074224632360623,-0.5418061661051511,0.5585967519846253,0.44960838682646365,-0.5657509042945964,-0.23354952240040996,0.3051368311697476,-1.154329716700329,-1.767203872650142,2,21,43,10,1992,0.5245979946347632,0.8756459735475607,0.1892352925273469,0.8873463598374279
1992-10-22,1992-10-22,AAPL,0.435267422,0.435267422,0.005154640044213954,0.023102071968616123,0.0,0.22312457736329747,0.24857406724994738,0.34177521177797443,-0.5289529548437667,-0.17655356865466967,0.4701549198141678,-1.0324177748491024,-1.6802131197844865,3,22,43,10,1992,0.5992316583519102,0.8440731747528909,0.23593949775849,0.8173350201561544
1992-10-23,1992-10-23,AAPL,0.435267422,0.435267422,0.0,0.022722536279401826,0.023458068981241396,0.0,0.5191128906788746,0.428866757363427,-0.49227874764833945,-0.13523498534768172,0.6001057137488448,-0.9245671677131135,-1.6027425423923525,4,23,43,10,1992,0.6071367549628921,0.8584727961835179,0.4156259690759043,0.8143534164914926
1992-10-26,1992-10-26,AAPL,0.459820969,0.459820969,0.05641025668123634,0.024407211887858125,0.0,2.3112126424115975,1.1789951937210943,0.5550455312166898,-0.18502461499629683,0.0,0.8781538534737257,-0.7170554754557602,-1.4323200161828593,0,26,44,10,1992,0.5482238917332799,0.859079305378215,0.3320228007237942,0.9170117581389772
1992-10-27,1992-10-27,AAPL,0.459820969,0.459820969,0.0,0.024012220328662775,0.005730766470141818,0.0,1.3707831802588122,0.4719375430687986,-0.35798946259678105,-0.012673510916387618,1.0763153041120102,-0.5503336814178568,-1.2965763353968625,1,27,44,10,1992,0.5561674441619072,0.9151797644065092,0.3763061243642185,0.8793368061911125
1992-10-28,1992-10-28,AAPL,0.466517391,0.466517391,0.0145631070600436,0.02369973189006191,0.007630644769535873,0.6144840425874353,1.5132284111263283,0.5625413988566086,-0.4923418617498904,0.1335682497785585,1.2465182994098158,-0.388982108802305,-1.1594400529308162,2,28,44,10,1992,0.539961816446687,0.7917699678860415,0.9494512992084874,0.9471367041922306
1992-10-29,1992-10-29,AAPL,0.475445953,0.475445953,0.019138754893705423,0.023470221052686143,-0.005670423140285544,0.8154484293412743,1.6740920164554487,0.7463530032508888,-0.38437969979621367,0.09120388926231113,1.3941598695488997,-0.23107407741262873,-1.0179654498593231,3,29,44,10,1992,0.5720090305096872,0.7973640162902671,0.4735043797044985,0.738999283757602
1992-10-30,1992-10-30,AAPL,0.468749531,0.468749531,-0.014084507308867567,0.02331719527172797,-0.001929724287039899,-0.604039514389837,1.7448363982884787,0.7971977994938703,-0.5052112702463661,0.07945925301796627,1.4596220276953622,-0.12108977531264688,-0.9204926877726921,4,30,44,10,1992,0.6467933332260641,0.7919884633284554,0.5225191613471041,0.7032343556473123
1992-11-02,1992-11-02,AAPL,0.466517391,0.466517391,-0.004761903431109715,0.022982031499606866,-0.001967235530272337,-0.20720115326580998,1.84477247517593,0.8132680042091631,-0.5285972291657781,0.13773942085280005,1.4857618125817638,-0.034087513537145175,-0.8425324392876248,0,2,45,11,1992,0.588505333899794,0.8146885172305106,0.4912025208349935,0.6736130110170739
1992-11-03,1992-11-03,AAPL,0.46428525,0.46428525,-0.004784689795197861,0.02265011921587989,0.0040113183740633565,-0.21124347071177169,1.8825630376652274,0.9011647572830134,-0.621029009524919,0.18541205882117753,1.4859806555735358,0.03551094229010042,-0.7803769800540942,1,3,45,11,1992,0.595907458199489,0.8403940182559623,0.5390682822292742,0.7138732738443687
1992-11-04,1992-11-04,AAPL,0.468749531,0.468749531,0.00961538407692264,0.022305933731007713,0.020172108764783394,0.4310684409304145,1.6942543344645056,1.09112766052966,-0.5423779037169186,0.2647589168532779,1.4967507409934921,0.10450483366270136,-0.7205018385765386,2,4,45,11,1992,0.6039344549381869,0.8586369977421433,0.5827397391375262,0.775905031162198
1992-11-05,1992-11-05,AAPL,0.491070938,0.491070938,0.047619049244446154,0.023332451764477666,0.00552241612764709,2.0408935042541674,2.4049411045210363,1.4471809157701208,-0.4310828027296135,0.2849086138165908,1.5745326837934905,0.20203686357733933,-0.6336426828863271,3,5,45,11,1992,0.6115650172525361,0.8613900688017047,0.6332934758785801,0.6872786053151623
1992-11-06,1992-11-06,AAPL,0.497767359,0.497767359,0.013636361840659417,0.023001386469483062,-0.0036843602000355205,0.5928495596885592,2.671672169960936,1.4430585538155107,-0.4044219497102595,0.1285778342743701,1.6308190546940573,0.2909599298242828,-0.5487369325691608,4,6,45,11,1992,0.619422469773484,0.8655415993060223,0.6817972008323284,0.6800531813191639
1992-11-09,1992-11-09,AAPL,0.493303078,0.493303078,-0.008968609369984892,0.022761895606409305,0.007513638626522545,-0.39401856176949984,2.624678161310984,1.4950988447171394,-0.4401138013863334,0.07723321280677457,1.6514221882791418,0.3598816596490791,-0.4852451192882988,0,9,46,11,1992,0.6273981393443671,0.8777640504017201,0.7287471175483775,0.7144079951614951
1992-11-10,1992-11-10,AAPL,0.502231641,0.502231641,0.018099548529474152,0.02251570655284909,0.0037303781762184386,0.8038632270762063,2.698287282542055,1.5375922360271723,-0.4098536169665327,0.08983709784377854,1.6724952238068764,0.4269627891714538,-0.4189507381128225,1,10,46,11,1992,0.6352321494865394,0.8974958149377203,0.4769350918507782,0.770476188383304
1992-11-11,1992-11-11,AAPL,0.506695922,0.506695922,0.00888888838447377,0.022154062001458176,0.0009394672546876918,0.4012306358937113,2.4692880574517657,1.524981463330425,-0.3030271819121189,0.13790428774933436,1.6810546405743685,0.4861468311844425,-0.3569820075684955,2,11,46,11,1992,0.6432416873747756,0.9180814776488444,0.5242765832539417,0.8486715205022304
1992-11-12,1992-11-12,AAPL,0.507811992,0.507811992,0.002202642554522072,0.021794539286866015,-0.004764330270475155,0.10106396494691881,2.3670863051261666,1.566284818865043,-0.2528404521994057,0.11218294589593163,1.6760304258239012,0.5364333886024514,-0.3028862271680685,3,12,46,11,1992,0.6512148904293403,0.924346183612714,0.5719593063281374,0.9032398219197104
1992-11-13,1992-11-13,AAPL,0.502231641,0.502231641,-0.010989009885375212,0.02162836820856886,0.008737701302960869,-0.5080831701867142,2.3837662464862195,1.4969619873416675,-0.28142182708099955,0.3640709197910872,1.6437278280707261,0.5737845549250191,-0.2600224104724318,4,13,46,11,1992,0.659169142860074,0.9311597894137318,0.6201761608927784,0.9288651990899376
1992-11-16,1992-11-16,AAPL,0.512276273,0.512276273,0.019999998367287386,0.021450295380386664,-0.016315257807259984,0.9323880166971792,1.738784681207549,1.6570468714811375,-0.13989681394261327,0.29578741175777096,1.6293068384190101,0.6135377346560792,-0.21486687097989438,0,16,47,11,1992,0.6669744583461231,0.944862130888984,0.999999968324086,0.9255061243488724
1992-11-17,1992-11-17,AAPL,0.493303078,0.493303078,-0.03703703645864542,0.02241105412802229,0.019078157320417868,-1.6526235779483092,1.2419725582012735,1.3580504221029013,-0.3146985946146035,0.21938330094923045,1.5593062196550334,0.6321591863976207,-0.18676468166647192,1,17,47,11,1992,0.6749701147652526,0.935371193459168,0.4280395217393518,0.642042616124459
1992-11-18,1992-11-18,AAPL,0.515624484,0.515624484,0.0452488682829586,0.02326893171154473,0.003515868575798174,1.944604455584382,1.646533019935901,1.572908976221625,-0.08903686223491815,0.3886600591228743,1.546802940483938,0.6652768560558591,-0.14771232934066061,2,18,47,11,1992,0.6587408116158253,0.911283049923804,0.0945377901715032,0.8805000896023746
1992-11-19,1992-11-19,AAPL,0.520088766,0.520088766,0.008658010118852255,0.02289337190128704,-0.0053143061111201595,0.3781885060961907,1.9162116211532334,1.660201077788922,-0.08175192848586249,0.3911630243971934,1.5347748093610656,0.6962282430197628,-0.11037563139613907,3,19,47,11,1992,0.7580224278093646,0.9538226106455652,0.522798435554613,0.6228770773623336
1992-11-20,1992-11-20,AAPL,0.513392344,0.513392344,-0.012875536711746571,0.02274737788801649,-0.005418175559587828,-0.5660228961391419,1.7218386170194397,1.824849852978832,-0.11567328487256577,0.3377182560338076,1.5074387645496155,0.7222257583245085,-0.08063494391903228,4,20,47,11,1992,0.765676076097127,0.955005530649606,0.1895747851827287,0.7690378726273552
1992-11-23,1992-11-23,AAPL,0.506695922,0.506695922,-0.013043478497996364,0.022594467691715154,0.005526934019999407,-0.5772863816030104,1.584906349602784,1.5550145351389513,-0.2290464734985844,0.2992033402223774,1.453895287370165,0.7369765992647331,-0.05596595483798483,0,23,48,11,1992,0.7067381845806848,0.9671733628457124,0.2375985100533279,0.7118611666831978
1992-11-24,1992-11-24,AAPL,0.513392344,0.513392344,0.013215859274273045,0.022282316534522242,-0.007375013654313126,0.5931097538174528,1.1409694979168168,1.6930585927504835,-0.13439014354086953,0.3293695233797131,1.4188746690405951,0.7548762725028522,-0.03005503331627594,1,24,48,11,1992,0.7145917590676948,0.9733061381712826,0.4145664537672657,0.6978780159645943
1992-11-25,1992-11-25,AAPL,0.504463781,0.504463781,-0.017391305313271266,0.022258052382543567,0.0,-0.7813489255201336,0.9518444077049897,1.526383984096343,-0.21770731270922222,0.3052144393436918,1.3590574431813804,0.7632858863298032,-0.009680153325684296,2,25,48,11,1992,0.7223540260542237,0.9771147064615008,0.3206092340276752,0.7722617311038988
1992-11-27,1992-11-27,AAPL,0.504463781,0.504463781,0.0,0.021899699423761455,0.007636676808798666,0.0,0.8105033724634225,1.4702016100062223,-0.07074711797885622,0.3259067611544857,1.3005612042994183,0.7691128922451691,0.00952968673260608,4,27,48,11,1992,0.7303581774788894,0.9844665543558474,0.3787329435823927,0.6917614423164268
1992-11-30,1992-11-30,AAPL,0.513392344,0.513392344,0.017699116044170404,0.021688381474766046,0.0056827332671623475,0.8160644013368603,0.8030314078691122,1.4522540342980514,0.07270079512726947,0.32272312213786625,1.2640400670785792,0.7779598553203028,0.031055594867923232,0,30,49,11,1992,0.7144226344642688,0.9729435966969648,0.4257265206972533,0.6438672660111804
1992-12-01,1992-12-01,AAPL,0.520088766,0.520088766,0.013043478497996475,0.02139224635642591,-0.007582958717169531,0.6097292580065304,1.1172297920652627,1.488189549570166,0.31738353136415404,0.45191178474810356,1.2408617434171052,0.7884533306023537,0.05352395196066108,1,1,49,12,1992,0.7224434959595787,0.9706350502316228,0.4781137431827974,0.6000322748620983
1992-12-02,1992-12-02,AAPL,0.511160203,0.511160203,-0.017167382923245045,0.021387351582129843,0.0019292946972491482,-0.8026885824231372,0.9763758934139264,1.0627693766668647,0.21018122197719416,0.393690664603453,1.187888454389847,0.7877077371754324,0.07095806112391029,2,2,49,12,1992,0.48428789654738086,0.5932985990986185,0.5265158893176769,0.6014990582639383
1992-12-03,1992-12-03,AAPL,0.513392344,0.513392344,0.00436681296176733,0.021034329877823457,-0.0048828627215422886,0.2076040923163077,1.0972889862387045,1.223016420319117,0.20260064777818515,0.4492233370586065,1.1435970946032963,0.7881546599863043,0.08805439332872458,3,3,49,12,1992,0.500112654564902,0.6738924241531541,0.3479443058260877,0.7189434757638636
1992-12-04,1992-12-04,AAPL,0.507811992,0.507811992,-0.010869566064272917,0.020848650890431905,0.006972678879134586,-0.521355847982533,0.872230261837837,1.2309791393192806,0.20675990537693914,0.503582373079203,1.087536735387103,0.7840855767084592,0.1022725560679717,4,4,49,12,1992,0.508041421949546,0.6115281757311148,0.4762311681122572,0.8401925526217213
1992-12-07,1992-12-07,AAPL,0.515624484,0.515624484,0.015384615021064807,0.020622315380248585,0.002975314316245096,0.7460178324980771,0.529081914939361,1.2794370575036575,0.29999554553812025,0.5363136398103543,1.053562790254296,0.7842933691541086,0.11811707424371895,0,7,50,12,1992,0.7539978714082266,0.9880369711301712,0.5239432052515743,0.8799260909771104
1992-12-08,1992-12-08,AAPL,0.518972695,0.518972695,0.006493506619441147,0.020288526704971194,-0.00400633713066846,0.3200580660127518,0.45820369338552425,1.1564210877783772,0.35740761900011575,0.5688387348324118,1.0254946080090048,0.7841786678556143,0.1337543729198304,1,8,50,12,1992,0.5239081458924967,0.658075351080367,0.0672614903152883,0.7684991779566659
1992-12-09,1992-12-09,AAPL,0.514508414,0.514508414,-0.008602150061093217,0.020073177826965487,-0.0030633399459755626,-0.42853952349973407,0.467310515416588,1.0673139226129666,0.3089175450391314,0.552391029975468,0.9849263220653827,0.7794288038740356,0.14694081427629044,2,9,50,12,1992,0.7725574701712287,0.9916133096019576,0.6191437030402734,0.8942759758988338
1992-12-10,1992-12-10,AAPL,0.511160203,0.511160203,-0.0065075923131551194,0.01981823455866453,0.002082047413126732,-0.32836387589882476,0.19575048060524577,1.2847851561727262,0.21601684073595762,0.5069652850431515,0.9398061028843766,0.7734726559307517,0.15868920639052603,3,10,50,12,1992,0.5397581174651221,0.7149428965827906,0.6676054733354595,0.9286650873488728
1992-12-11,1992-12-11,AAPL,0.513392344,0.513392344,0.00436681296176733,0.019492455752826782,-0.0021076411456422716,0.22402579834683262,0.1479514415760267,1.0445950319628112,0.4233803321533319,0.45709132950179193,0.9002060188328616,0.7665941134927418,0.17000248936936363,4,11,50,12,1992,0.47564364316266916,0.7619711836884928,0.714764778663672,0.9566951453617654
1992-12-14,1992-12-14,AAPL,0.511160203,0.511160203,-0.004347826815274902,0.019214781634267715,-0.007516022768566793,-0.22627510934191264,0.07487981550121452,1.2230366195218487,0.7531179978830788,0.4382043376157941,0.8581718935500469,0.7589458970403506,0.18029957919181958,0,14,51,12,1992,0.474183444793732,0.8163913359094308,0.7708022970695462,0.9785416395611536
1992-12-15,1992-12-15,AAPL,0.503347711,0.503347711,-0.015283842431684791,0.01917097078584507,-0.012021620418271218,-0.7972388358637348,0.02529493755134574,1.3108682223712662,0.8682511613416412,0.38227167533463147,0.8013207844201164,0.7472054749179454,0.1882801540304788,1,15,51,12,1992,0.4842562097367226,0.7157047335967557,0.831726411065336,0.9736035456374894
1992-12-16,1992-12-16,AAPL,0.491070938,0.491070938,-0.024390243030229963,0.019445175946878977,0.016566000716425583,-1.25430816861005,-0.46453599577516436,1.2676592464938754,0.9871630376388502,0.203451489039239,0.7202966610949414,0.7279339616720125,0.19275597192331384,2,16,51,12,1992,0.4921186311805398,0.6881252409193455,0.8580440137751945,0.987604353266962
1992-12-17,1992-12-17,AAPL,0.507811992,0.507811992,0.034090907656197045,0.020013213934281814,0.011414462335019318,1.7034199388535352,0.32069677750357817,1.4045850463425151,1.2061091045195933,0.3798856911192931,0.6919481235049351,0.7228171931615033,0.20211658062886476,3,17,51,12,1992,0.500095467817574,0.6342231196696264,0.9070936406028848,0.9684924456748772
1992-12-18,1992-12-18,AAPL,0.520088766,0.520088766,0.024175825292443998,0.02007014629631327,0.01111340658042849,1.204566470792737,0.09413646885697434,1.5862224918266528,1.4043616117023823,0.4996928231994594,0.6965890400107658,0.7272340160269314,0.21477731464764535,4,18,51,12,1992,0.504209123753157,0.6733965143808267,0.2910928816781636,0.8053829171751803
1992-12-21,1992-12-21,AAPL,0.532365539,0.532365539,0.023605149356369814,0.02008123439459373,0.007891729950662243,1.1754829853848423,0.25651141707898617,1.9027477399226838,1.4093329059275648,0.49490912662265374,0.7295253078408546,0.7415114673396804,0.23088478933396117,0,21,52,12,1992,0.5123267723716791,0.6823272496759918,0.2032193313234962,0.9589469077267896
